ID,target
00d9f3864,550620.1303018396
00da4bd31,1763118.1423526304
00df4dd77,5339329.966475496
00e1a55bf,4838448.509920865
00e332971,4843448.200843155
00e5b6b1b,4828521.910912236
00e85d5e3,2319085.261907679
00e90abfa,857258.3563273044
00e9708b4,1438385.243293054
00e9c680f,4339682.966413263
00eaa4394,1884557.3135477765
00eae8832,1368165.6625925242
00ebefdc0,2783568.0320306
00ecbcb1b,1014821.9321151667
00ed49382,3965680.605343523
00ed87564,4404078.812387268
00ef96cfd,147079.34651617933
00efe7ca3,3620482.393131829
00f36aa18,2079110.4947597494
00f3fb071,1456648.9530059919
00f43f548,1375760.8759835016
00f4d58ec,4937854.351608883
00f56e106,2543554.8975931155
00f84d8c2,1408637.2083825814
00f92953b,3410462.6391547206
00fa1d469,4097937.502598115
00ff96f49,1445864.9865384875
0100ce0d8,2059356.9247239528
0102ea9e1,1372879.0971338463
0104b3af3,1630846.664167671
010672441,4540461.536518823
010771ca5,3618945.673834018
0108aea9f,5135708.415610587
010a479e1,1626874.421317591
010d0a2dd,3020529.8395348936
010e3cea2,2119227.039314365
010e5417b,1468477.5895642168
01108a561,217650.69152001524
0110cca98,797979.9768966343
011449698,2478997.6869919896
0114795f0,1433955.5171169997
011626c20,4738417.708448295
0117c8f27,1671430.880696121
0117dcb47,1344765.0464295812
0118c34be,2093008.8583580116
0119efcb9,2758059.6671444373
011a58e13,3951214.4979322664
011b7902b,6995370.6745727565
011ca122e,3452373.1128372643
012053244,1371273.2066767719
0122a258e,602991.6844058477
0122a4305,3093209.4877378354
01230d8ba,4540461.536518823
012414f4e,1232911.9531643926
012452125,1024650.9237453552
0124529b5,576167.85294642
012556288,1973250.3365661248
01257c24c,3971148.0507517643
01258b972,4502000.761009401
0125b64db,6043161.010358032
01295ef92,2357673.26957219
012a2752f,2266975.00604994
012b6ba95,1400651.9711415886
012b96b58,2027514.6113421086
012e881b9,2833005.6255779923
012f25e94,2871017.974197466
012fa70bb,1352972.7281301804
01304fc0a,1000749.9988815864
013230913,1415139.6014162344
01336ceb8,2039056.7468985142
0133b85e7,2701107.1336663477
0136f8766,1650541.5412419345
0137356b9,1303956.8392163971
013750184,272099.7172674106
013a3f07c,2705792.9481832525
013cc1c13,2394851.4981173854
013e96334,1388502.9822712117
013fae0b1,1211508.839939075
014076343,3146431.5747064846
0140ea0ba,1342824.769033485
0143ee127,338038.9508123959
014461014,1700616.8538744277
01446634f,436547.95880427165
014729fb2,1448011.1023018942
014749c88,1655056.0967011033
014787fc1,1508260.8708630088
014a6143c,928800.3167994188
014af25cd,2584886.0852241106
014b5797e,5005266.060753224
014badcb1,2968873.7384916926
014c523b1,5020858.242785338
014e55fdb,3828191.2854069015
014ea0456,3060912.4584816173
0151cc525,4538846.800156366
015409983,1665211.3347524796
015411bfe,1210525.9417165043
01560b792,224383.43078635912
0157b07da,2198256.2677747067
01587bbbc,1797769.303320344
0158ba234,1678001.2151766645
01590d52a,2839179.5173954563
015a40790,2597982.9040470533
015b07817,2168831.3727988573
015fc3313,3040662.105021444
01604ee4b,5194284.118339235
016054375,676660.1415669556
01642dec0,848681.1508044988
0166ab5ea,2526939.833675458
016b405be,1350251.172910314
016bdc940,3740268.298274654
016c31d1a,195518.55815911718
016d290da,2573850.226357908
016decdd2,1637427.070717009
016ee1214,3686723.297863798
016efef23,3237688.7299719765
016f60448,1282933.6694200938
017029678,1331779.3729576168
01704d4ca,859317.734621594
0172638ce,1259065.5664963564
0173e6be5,5368128.091607876
0174ed320,1044930.5900808538
017623c5c,4658340.4011509195
017a4044f,2095938.4011954484
017a6c7f9,1543458.318923288
017ae7ac3,1493067.5616265698
017b80d83,2754031.01353748
017d9f1a4,1043501.1653663573
017e22e34,2486535.4120682087
017e9a902,3948131.5297754523
0180f14e9,3713750.897644487
018148c57,935454.2745157203
018166b42,1650634.830910421
0181a6d0e,2604175.813965612
018283661,4742938.44002936
0183f9b32,2316669.5054123187
0186cbba4,3907915.8376305928
0188bc86f,3274352.013649944
01890383f,1777410.7731440887
018965366,1455855.2858740403
0189c8ab0,2494013.8851505783
018d514a2,1913437.5798102054
018d765bb,1691387.870717594
018dbbe73,2886948.4736575224
018de39ca,2049858.43554487
018fd935f,4964481.711511802
018ffc9fa,2174737.5182484356
019372984,1009009.2904177448
01937e592,678149.2180706039
019381521,1459245.9385516257
01952e574,1081486.9650585009
019540ad9,4719688.2610155605
01955815c,4288799.695508375
0196be03d,1251278.9675130327
01978c738,1667105.240789297
0197f607c,2894260.147904411
01980e862,4540461.536518823
019823615,2319810.1368468986
019ab3785,3015316.2341130516
019c0d544,4367977.515207941
019c5ad1d,3354138.9641534593
019cff829,4183690.1404707637
019ed3e51,4541089.3316082675
019fd88df,1004833.6664336041
01a0a9e06,5727510.986756763
01a1f927c,4508710.286518823
01a4d6c6c,978755.1271525926
01a697820,1081116.6778309338
01a72cedb,293480.0427510618
01a900d08,1269995.8209073888
01a960c35,1405667.0222297618
01aa854be,3312398.0669114664
01ab08b6a,1132039.9196063485
01ad8126b,2203538.6949931676
01af69076,3649687.242609486
01aff9a04,1182260.7839977227
01b128a94,2673762.734942792
01b1e697f,1387456.7360070825
01b3159e1,692524.8188985419
01b342719,1454968.726848879
01b375dad,3850399.316059691
01b6d93e9,1243616.352309221
01b6e8722,738278.0633026264
01b728f6c,4953783.892411032
01b784536,1188878.1738059565
01b7d0580,2255191.3819736307
01b7defea,3452118.049115834
01b80bb3c,2198299.79707937
01b8c1484,1737184.8610916121
01bbb0d76,2459153.3633672195
01bc848d9,1445939.170903824
01bd8211e,2775533.66855221
01bdda11d,1723493.7425633338
01be390b4,1799466.6099608804
01be6122c,2180418.7224208256
01c1d1fb0,1341925.0936210721
01c33d5d2,1724808.1816169631
01c34e2ff,1465037.3670160975
01c362322,1159411.374348493
01c553e1a,1101258.949873664
01c65531d,961605.2779534592
01c6933d0,7962442.442782413
01c74c797,5114744.531293327
01c7eafe8,1288050.6667931164
01c81cd35,5967989.729628885
01c898445,1439342.312034401
01c9fd3a7,2551575.078221328
01ca7113f,4697153.65585519
01cb0f6ea,3891320.4128093356
01cc582f5,296235.05168745085
01cca8141,3353383.8607946285
01cef01a2,192500.82195522528
01d10e85d,1263543.8687527128
01d193713,1887574.3472914032
01d2fecbe,1435139.8465020133
01d38c28f,4128415.9649335826
01d396bc2,1994362.0585641274
01d7bfe15,1104098.1312144818
01d8282f2,1819172.391470768
01d94bd22,4765170.253399207
01da2afeb,1876665.5302990412
01db02cda,1697817.2567943642
01dd4ee95,4571430.9892697865
01dd8785b,833047.3427174356
01dff0d9c,2198436.8259971505
01e04a9fb,3400206.4494857835
01e06a9f0,3582352.0806712722
01e1970fb,1935329.4995020423
01e1ee7f9,948238.4472193395
01e37465e,1477156.664220532
01e38e47e,2965292.783751778
01e6618b1,4534766.140336685
01e8de681,6280480.767736305
01e9513b2,3999354.3206538702
01ea633f5,1040449.3016369843
01eba0824,1055428.0108462875
01eca1d02,5104986.68948456
01ed1f78a,1753341.8740090984
01ee29ec7,5576675.307498035
01eed81f9,1793916.584940388
01ef1d226,1306390.2034317518
01f0030e3,1634611.3489248734
01f15fad3,1343684.3474258573
01f330ffe,1200249.3761288002
01f39eb1e,380778.01651696337
01f44549a,1510107.7346536769
01f5a652b,2255370.6858147644
01f889c84,2966166.7098960346
01fa9c31e,1223699.8727982626
01fd4e7e9,1781436.90590959
01fde1134,1971644.2576130028
01ff14471,2942318.1737943757
01ffa7fbe,2585612.519815147
02001f60c,1376203.948814821
0201ea0a0,1300934.2213773283
0201fe232,4256651.073138995
020699f8e,1500091.9095581844
0206a24ce,4946746.055915497
0206bfd06,3759570.2947421046
020741219,975329.5191910923
020816bdb,3295344.9822717365
0209a7570,1384392.385184959
0209bf7b8,1092132.4909118048
0209d2fd2,2371258.0608316986
020b294bd,2015423.8897009082
020b5b442,1811336.9333618758
020bd2d15,1687258.651511293
020eaebb2,1548473.3843535944
020ed0585,2281033.0955075724
020f67b89,2541008.7513425434
02118146a,521571.04937452916
0211c154c,2148790.9194693733
0211f9abc,1442116.4729075506
021257ae5,3756039.4932732927
02135d6ab,2575743.3091822993
02170db23,1813121.9739457918
02180e987,1042329.0824905188
0218218c1,3255078.4726011967
0218cd3d7,1997905.1461598973
0219f8398,1680394.5190232862
021aee575,919330.5381724879
021bd4dca,2653211.447861364
021da9216,1369997.5388681956
021ebd418,2222465.9513715752
021fd795a,658514.227144921
02223cd36,1107669.7319163033
0223c16c1,1245546.2165703694
022678dd2,919203.7514612947
022792b0a,2486050.6784732873
022804284,1347560.451962601
0228aa82d,1384818.0836341097
0229e75c4,3538221.370850054
022a8c2f7,1979900.2591238942
022cb2631,2762122.2422842965
0230d4064,6871092.232753608
023377ebc,1744340.4217475445
02342e4f7,1300809.1315643233
0235e2eab,1904137.2209265917
023990ec3,2256041.378011411
023ac9a3c,3680512.630298267
023b81381,939098.6564095285
023fa6bf0,1873418.1774660228
024078072,582864.2057788237
0241d1cc7,2319492.984069038
0241dbd70,1563562.5278005933
02423aea3,3420602.9244602527
0242e62ca,894198.0319610601
024306e5d,1840910.418003649
0244ca2e6,4461220.89633043
0245590f8,375822.02121925727
0246d6ee2,1777137.34072506
024739c7d,1683229.1255844734
024766f47,836530.1861606104
024813220,1299981.2012721826
024890eac,897786.8619639428
024c65d46,1657666.232635146
024c8f9db,1703519.6448571663
024cbb5b4,3050007.3834498553
024d9058c,1563126.3009603734
024fe32af,2033690.3441910655
025045845,6486708.629977427
0250eb809,1772083.0325700948
025179e5e,2278514.4261544556
02537cf5e,1753028.015886519
0254223d8,4077751.4262412577
0256c0b0e,5478746.047236146
025774ca3,2076469.735182804
025786cb9,1670133.4754332136
0257e2b97,974684.479934844
025994da9,3029900.3206552975
025a2f31f,2877883.1481039855
025a544da,3127931.503753608
025a96ed9,1365219.4080533956
025abdc92,3185271.1264123768
025ba7d70,2486513.6017931504
025c222b3,1764615.4149894032
025c7bb5f,2678240.314364829
025e5d770,2222768.55915347
02635ccad,2428639.283921964
02648787c,1589504.1427191761
026756d03,869581.1064224348
0267a271c,1346905.5100368103
02681ecec,1625087.7569856986
02697d7c3,1269454.2655866304
0269a6f71,2445844.0603224123
0269d314c,3092834.6464058245
0269dba28,2175772.5821180353
026a61d88,705796.1298537508
026aeaa2c,1631724.8658245597
026b02a83,1568044.8600774761
026baed22,2072356.224053212
026c4e17b,3806874.958880551
026c5991c,1163050.6379716308
026cf59d9,1175089.6057421966
026cfc392,240602.70702831878
0270a390f,1012997.9709825885
0270be3af,1379530.542279563
0270e156b,851568.0153218253
027124809,1393400.8732057037
0272c405a,2140652.714899524
027400cb8,1545240.886025402
0274ce8b8,1385359.1832824158
027769b10,2711418.724913818
0277d96d0,1830007.8446933944
027a21566,3803116.219705353
027c75423,2722367.647220392
027cc80a8,1774132.618812955
027d5aea6,1328333.4808775801
02865c5ec,3082798.8736505965
0287280ba,2929723.1813585837
02898064e,1245685.088881874
028988631,1526403.4126289499
028a5c0d4,1375326.284181961
028da53a4,1704739.6840368407
028ee267a,1539282.6558020979
0292f2fc5,1419231.9371889322
02975edfa,4247783.6476048995
029a9db2e,4537983.184779886
029b14b56,2555063.443663581
029bbe7d3,3351446.5276888404
029c1e398,585982.482870439
029da4b41,4323451.087815097
02a0c1918,1491132.4441171112
02a2a1bdf,1945535.5026614405
02a2c00e0,2102235.2609696053
02a31514c,2639369.1856411817
02a3dc04d,2631245.4288620725
02a565b91,2174750.4750735546
02ac98fd5,994168.573444153
02adff31a,4894404.0010791235
02affe93a,4611995.830130893
02afff518,1883542.4098816025
02b000198,152099.99826694012
02b0b4bae,2034074.1978095379
02b0c3fdb,1809305.539225975
02b220cf1,2002473.2588135237
02b25ade0,4416120.500448512
02b413bb1,3125198.5246217097
02b4aaba1,4248710.00456593
02b67ff32,1526445.0832098157
02b71a6b2,2050584.884060807
02b79188f,1091734.3717362673
02b8961fc,1771129.458351585
02b96ff6c,1792697.6046140324
02bad4594,1811558.953370437
02bbd7b9d,2464944.0713257026
02bcf8e90,2550791.5281879604
02bde66d2,1468014.9139969964
02bfe3c59,1797953.7753680497
02c119238,2879327.1873420384
02c16cb74,1325064.952745749
02c475e65,2537564.127617717
02c4d224b,2936685.3044233085
02c6d9700,2077168.5095393658
02c74523d,3319729.0160785425
02c7c5e05,2708937.6952011315
02c8a1f80,321437.77797463594
02c8c7175,4695803.219472181
02c91d25d,1633808.6388565353
02ce4321f,2589192.842481348
02cfae275,1806800.9719065633
02d07cb78,2674646.9343936592
02d147e50,2797591.8838644912
02d173c38,2878004.8833570564
02d1a1e82,2604278.192911398
02d2dc64c,3521460.1779442597
02d3dcc5a,2208010.1561519564
02d67ed4c,2091920.876510651
02d682de1,1901602.9831302813
02d72b46d,1218668.5766159524
02da114c7,694382.5293715575
02da41c7e,2013248.2900525013
02dad771a,900955.4127721516
02db2bb9a,149895.87376768276
02dc20d11,1669291.9282274274
02dc3b94d,4712871.737727957
02dd17f6f,2035038.8776455624
02deaaed6,3553941.5454211943
02dfd3b7c,889943.1044611773
02e0b923c,2801390.075144972
02e23559a,2058449.7112726492
02e2acbaa,2819481.3346822527
02e5349d9,1250186.022994766
02e6bbef5,1713169.317551569
02e7849bb,1193016.557992048
02e80faad,1298054.3594261897
02eaec8f8,5591167.3048346825
02edb9180,6445526.790306047
02ee21874,4800132.9556033835
02ef3cdc7,2227654.1052434463
02f18ce31,3602376.6893607453
02f20fa4a,3872290.3557633236
02f492e98,3642575.1493260665
02f7d06a3,5083743.475337771
02f8c9d39,2803667.988163783
02f928f97,4235015.430089808
02f97eb4f,1224648.0704850173
02f9cc844,3850331.424782619
02f9f46ac,799156.6940134035
02fb07a76,527434.6512001671
02fb4683c,1394431.6865024727
02fd708e8,1945198.778161695
03026bfdd,977752.7584788512
0304186ba,3095888.5165881794
03052941a,1088775.4995203107
030553c29,1245135.2681639143
0306f5c13,2456052.6398404045
03078adf4,2362583.7217153492
030a2297c,4452629.990253256
030b9a986,1400846.3907507947
030bbd54c,1362263.7774627225
030d81f86,1175843.029368449
03101eca5,2021601.9324759822
0311bb483,1444644.3266735435
03121027c,5147557.532838452
0312ea7f8,4372607.953132834
0313323d7,1529133.7171675162
03148fa17,2214550.101454382
0314aa65d,5811171.659934503
03156f66a,918033.1224894309
031775c5a,4684487.293332358
0317cd26f,809418.7608235475
0317dc1c8,628227.7774192101
031959763,1894507.0399191636
031961e5e,3328592.2409205874
031a6f52d,2671862.2317857947
031af41a0,1630423.0751793939
031be3013,3269658.3606501445
031c054a3,2610829.164293832
031e02d13,1037905.2665209022
031fe6025,2147257.082966772
03226e167,3378113.961237382
032313121,1116091.072284794
03252fdf8,917751.4910140305
0325ef5e3,3254740.0136710606
03278afaa,2877732.845241367
0329abefe,1984867.6524483177
032b82f0c,3183002.8960895874
032cb3413,1021148.3845798086
032f7abe9,1989851.825838225
032fd3cf7,3049213.5699873036
033135e05,4677717.711815575
03316e7c8,1472755.6690079223
0333c53fa,1036617.3485187121
033611b09,4370795.745213657
033656403,1023346.9029613923
0337427ab,4680249.1459481185
0338d1fb6,1598639.4104514099
033948435,6114619.034905383
033b70fcb,3768084.940735585
033d3323b,1662458.4597007371
033db5f65,4381447.786518823
0341af76c,1176883.8450095234
03434b4b4,2188370.259045901
0344e4977,5130936.321978169
0346fb76b,2966637.272555678
034ad33d6,4479250.826842932
034af5dae,1041760.4436670225
034b70bda,1297840.6625479911
034f2607b,237503.9805227461
034f28339,1142687.546821849
034fb173b,2224795.7729311045
03504923d,3050860.111463424
035226e6e,1338997.1587996362
035585d5c,2399257.9890604913
035643e2b,1790408.5916823042
0356dfccd,4013647.8900635005
0356fc880,2596289.062236309
03578cd16,1711043.8494792366
0358c22f6,1358911.242254254
035a91cf2,4336755.584948511
035b789d2,1253589.5616897554
03610ecc7,1893109.2966549639
03656e62f,3112157.927825736
0365b7b3a,816972.3175424393
0365f0a9f,2110131.2987430003
0367cb231,1377621.0884253124
03687090c,4288019.241339249
036b2dd1e,1747571.3742242628
036f3dd40,3265165.9350485313
03700787a,2471012.7816924183
03705c6ef,3506943.803739004
03722e7be,3471944.154188713
037248721,1273342.5886150785
037269293,2431160.5058900886
03782136e,2136151.8089192994
03796cf0e,1024054.1469027082
037dc14e7,1293793.9734658054
037ec2166,4587275.696069215
037f61da3,2686880.2800264955
0380c62db,5454851.132949062
03857cb43,1886950.4187826589
0387bf802,1392446.50510279
038838fee,1851775.8153296283
0388b0dc1,1775995.0959405936
038ad1732,1566651.9418965005
038b7c09a,1598038.5930671305
038c061e1,2376092.5959054586
038da9843,2573651.256175714
038ded2fe,1142642.9947861433
038f623c2,1483374.0156702967
039105297,1932147.623823775
0391c19bf,1319218.2776765756
0393e0694,3591066.851713566
03949736d,7104471.201496414
03959e9a9,1841355.3567477616
03968aeb0,1198313.489755103
039a844b4,1054963.86516824
039e289ac,1509805.310709008
03a062fbb,2061063.0760385725
03a4623d5,2895940.2459625015
03a546322,1789298.054207778
03a5c6003,2661581.409672205
03a5f4351,1600750.576210083
03a81c915,2510058.960628598
03aaf818c,2269171.53822065
03ab8fc70,3425707.562934981
03aea7af1,2048682.3816864784
03b10328e,2000202.3296261874
03b27dded,2420788.981501686
03b46ad5d,1253503.1931227837
03b4b4a3e,2724890.673989828
03b67d81b,3698850.122979629
03b6c19da,2507442.1085289633
03b835ca7,2630478.2711410983
03b882553,1586911.6299206042
03b99b5f9,2474098.1847195085
03b9a2af2,3968067.176226701
03baf448a,3266144.4056425416
03bedbe9d,1295873.0389648709
03bfd20b9,4571706.286518823
03bfe3bc5,775809.3100184794
03c18ac69,1467088.2988542032
03c27a2bf,1654301.230181053
03c760f76,1308860.8089370313
03c8caae7,1671723.5949316104
03c9a65f8,1423091.0866644057
03cdb39c1,2320664.77687845
03d4bd5b8,1599143.1059036893
03d73e9c5,1164825.338576847
03d854501,2486890.586502297
03d893c26,2588889.413162415
03da7d69e,1083969.8437569384
03db05222,1001478.6652825698
03dc6875e,407623.5734015788
03dfb0bd7,1067548.4430277809
03e09458b,1505826.3503111636
03e10ddf7,1582392.2429330733
03e28b99f,1301536.393915931
03e58b888,1889765.522130387
03e592e94,1423625.3216569351
03e755a97,1642321.0897464268
03e78798a,3417899.0465031187
03e823704,2166501.1035401057
03e882a88,3469224.265196178
03e897c29,2441830.17682972
03ebad6bc,2034021.3974301014
03ebf5ecf,694644.5399108183
03ec3ab4e,1350011.7104611327
03ec5eed1,1962247.8372933902
03ed5c911,2156858.2428506594
03ed976ab,1942186.1015357384
03ef34c90,3681224.9903135905
03f203cfa,1330597.4650639356
03f3c8c46,1930205.0894645578
03f492c31,1759392.3093066989
03f5b5e4a,1908957.4237203451
03f6822ee,1346722.8022119277
03f6de512,1258328.288047959
03f73ef0e,1324399.9794290606
03f74f010,4108728.730663372
03f82bc6c,3424751.726826802
03fa0306c,1628518.8041304683
03fc7fa27,578144.8060017393
03fe6e716,5843848.163045112
03ffe3f49,1992572.6628214077
04023973e,1680488.473239864
04042f2d4,1872474.748571725
04045c3a4,3019991.146085201
0404fb8e2,2865470.666210332
0406e6e47,1956698.5318657635
040951939,3420933.5239217686
0409890f8,3623603.5042399336
040ca2949,823135.817647659
040f6b98c,1591140.9618685136
040fb51e2,1983985.0291614665
0411c1468,2621098.6443746006
04127fa80,936786.334217746
0412f421d,1337135.7056227708
041346d0f,4467581.236539496
04137899d,3299523.3459580652
0419a598f,2883208.927272303
041abacf2,932919.395271347
041ac253e,923333.3953286298
041ae628c,2050240.6919758774
041b2eaa1,886006.4911525707
041d211ec,2992946.9984988477
041d6aa88,1778954.982572503
041e0fa5a,1766191.4872485008
041fec996,922858.200933462
042091615,1664519.3541939016
0423774bc,3280359.6411516573
04245c9ab,3794836.7628326863
0425713aa,1550246.4046997712
042576594,3280346.805003942
04258a134,2521674.546350218
04290d6e3,1138095.2570993174
0429ef94f,2391339.6535447547
042acad39,558523.3547896268
042b75b8b,2196239.139243068
042b8215b,6585210.716330253
04305a384,4538003.373918569
04314d3a3,1276447.5275166794
04315db05,1265534.880015403
04345543a,1769479.1876774793
043593500,1814718.0153658092
0436f2c86,2476818.790524207
04370ab18,3096359.8185570543
0437281f5,4744812.639438843
0438dc28d,4582558.656533153
043be1af1,914640.645414153
043c23fbe,869371.3933700288
043dce29d,4115230.494339193
043e4b825,1897116.7511951746
043f5244b,2127307.165710874
043fd2e42,2375247.571350137
0441a98fe,3783140.038615042
044541178,2853531.877533887
04457b1e5,2169024.704062393
04462ec86,2242339.4287285116
044683ae6,1319883.3881567386
0448aa36f,3134787.210145919
0449d0137,1113834.7944553029
044b95f86,1845883.4434655998
044b97b6c,1851734.0880487855
044c7fd20,1247589.252091994
044c8dfd9,1959422.2097405307
044d8ee8d,1503228.7697887258
044eb2751,4540461.536518823
044efc778,1820964.4260642256
045082aa1,942501.0822595557
04518a146,2420973.3006831803
045239fe8,287086.6080245632
0453a3e09,1776031.2862441074
0454417ec,2660379.534133333
0454de019,1174311.7918301914
04562691c,1207494.2593488484
0458a04a0,3195071.064164267
045901f6a,2783554.086071885
045986d3a,2604968.5239355545
045bce540,1598330.6783953211
045ce5b8c,1768662.513176796
046021d41,1668664.890056788
0462e36a5,2407023.6971757403
046526fe2,1142605.063985425
04655596d,1311251.1310485266
04658f5b6,3109142.7245273944
046692f4b,1272424.0467647621
046868511,1026456.7352963821
046892828,4654439.786518823
046b3d7ef,2570754.6013109745
046c924e3,326207.35172013193
046e2664e,1751044.7160914303
046e3b5b4,2037794.082947356
046f20f0d,4053131.294734999
047157871,1973971.5824388522
04722b965,2544309.257911117
0478dd0a3,1227767.3170613602
0479371c3,1416162.3831760273
047ac78ea,1706779.8846015888
0481e6914,718938.1523932067
04822e352,4952405.223579271
0483111ba,814699.051977122
0483794aa,2385298.9331116197
048443c83,2674765.2726904107
04847c5ea,3077675.7247886136
048658031,2216781.515471766
048694692,3311803.5399789456
048712c35,1271321.2691369494
048b1b81c,4535762.707750271
048def5ee,4212045.482406566
048e4e5ce,1688502.889015025
049036175,4773921.176169691
04905d5d0,2741122.185699652
0490bce2f,1593316.5597653994
0492364a6,2489893.1519444957
0493c1057,1195355.4597643504
0494cbc16,2506728.737700388
049670925,2634733.1358143697
04998f537,2107002.0646832893
04999528c,836078.9672855076
049a35c33,1881359.4693791112
049a8e3e5,1111947.4475766558
049ab0d4d,820865.6519534965
049b66c17,2206864.035614334
049e17289,721330.1458750776
049e7e088,1239802.3238055818
04a049e48,552349.518575446
04a095504,2366296.7535729245
04a105753,1809470.2822640361
04a231167,1008524.0558392976
04a3c6d21,966725.6309058657
04a5a539f,1940890.1232949502
04a746dc8,2270409.777754288
04a992add,969036.1373233662
04a9e4aeb,1021657.4269928696
04aa2e15a,1376295.678388396
04aa6b5fc,1568773.3662714628
04ab00450,4524011.786518823
04ab1de8e,3352903.464162715
04ad57b6d,7531145.512975703
04ae21348,778755.8278320809
04af5fa34,1613113.0429044324
04afeb8ac,2920618.4184153015
04b0e1550,2398318.8130458016
04b1ca833,1500503.1340886715
04b2cb591,1095817.345559051
04b2d3d86,1842257.067537167
04b432011,647253.1027542921
